NGO_name,CCReg,Contact_no,Contact,Address,longitude,latitude
"CRICKET ASSOCIATION FOR THE BLIND OF
MAHARASHTRA",12041,9324288877 ,,"Apna Bazar, P. M. Road, Fort, Mumbai, Maharashtra 400018",72.84811,19.09651
Cuddles Foundation,4929,"9930062840 , 9702633000 ",Wilma Correa ,"Konarkshram, Tardeo Road, Tardeo, Mumbai, Maharashtra 400034",72.815,18.97054
"CULP: Centre For Unfolding Learning Potentials
Society",3246,"2351212 , 9414068212 ",Sudhir Upadhyay ,"Vishwamitra Marg, Hanuman Nagar Extension, Khatipura, Jaipur, Rajasthan 302012",75.73558,26.92595
"DAKSHAYANI AND AMARAVATI HEALTH AND
EDUCATION",11044,9818859650 ,D Sita Ratna Devi ,"Mahindra Aura, New Palam Vihar, Gurugram, Haryana 122017",77.02736,28.51188
DAMIEN FOUNDATION INDIA TRUST,9160,"28360496 , 28360496 ",Dr.M.Shivakumar ,"Venugopal Avenue, Spur Tank Road, Chetpet, Chennai, Tamil Nadu 600031",80.24375,13.06947
DEEPALAYA,346,"28520347 , 28520546 ",Jaswant Kaur ,"Institutional Area, Janak Puri, New Delhi 110058",77.08903,28.6219
"Delhi Branch of the National Association for the
Blind",12153,9971360222 ,,"SECTOR 5, R K PURAM, New Delhi 110022",77.17358,28.56093
Delhi Council For Child Welfare,1547,23968907 ,Radhika Ramnath ,"Qudsia Bagh, Yamuna Marg, Civil Lines, Delhi 110054",77.22828,28.67193
DESIRE Society,348,"64581108 , 64581108 ",Dr Neelima Mohanty ,"DESIRE Society, Hyderabad, Telangana 500072",78.40113,17.49197
DEVELOPMENT CONSORTIUM,10676,49053913 ,Arnab Bhattacharya ,"Nelson Mandela Marg, Vasant Kunj, Delhi 110070",77.15988,28.54571
DEZINELIFE SOCIAL WELFARE FOUNDATION,13176,9820383120 ,Nishith  Parikh ,"Shreyas Industrial E, Jai coach, Mumbai, Maharashtra 400063",72.85293,19.16134
DHAGAGIA SOCIAL WELFARE SOCIETY,5263,9732009757 ,HRIDAY GHOSH ,"Sundarikhali, Agarhati, North 24 Parganas, West Bengal 743329",88.79242,22.80862
Dhosa Chandaneswar Bratyajana Samity,962,"7797200310 , 9474807247 ",Sudipta Bhadra ,"Sector I, Salt Lake City, KOLKATA, West Bengal 700064",88.41096,22.59342
DHRUVH,5719,"9873343383 , 9968697193 ",Dr KR Dhar ,"SHREEDEEP APARTMENT, NAYA BASTI ROAD DEVLI, Delhi 110062",77.22897,28.50184
Dhwani Foundation,11076,9986028346 ,Greg Mathias ,"3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",77.59726,12.90894
Digambarpur Angikar,978,"9830568630 , 24283363 ",Narayan Samanta ,"Digambarpur, Kashinagar, Sonarpur, South 24 Parganas, West Bengal 743349",88.43205,22.4382
"Disability Entrepreneurship And Leadership
Foundation",11442,9900190431 ,Rohan Roche ,"25th A Main jayanagar 9th block, Bengaluru, Karnataka 560069",77.59296,12.91796
DISCUSSION CLASS ASSOCIATION,12936,9535177000 ,Archana R Hemmady ,"VS Cozy Apartment, AR Layout, 28th A Main Road, JP Nagar 6th Phase, Bengaluru, Karnataka 560078",77.58445,12.90008
DISHA FOUNDATION,249,"2393319 , 2390624 ",,"Nirman Nagar, Jaipur, Rajasthan 302019",75.74923,26.88609
"Dishantar, Chiplun",6320,"9850562818 , 9822987410 ",Seema N. Yadav ,"Laukik Apartment, Markandi, Chiplun, Ratnagiri, Maharashtra 415605",73.52992,17.5045
Diya Foundation,353,"25430040 , 42108066 ",Maria S Santamaria ,"Chikkatayappa Reddy Layout, Chelkere, Kalyan Nagar, Bengaluru, Karnataka 560043",77.64321,13.025
"DIYA SOCIAL FOUNDATION (A Micro Finance
Organization)",11049,9933846576 ,,"Hospital Para, Kaliyaganj, North Dinajpur, West Bengal 733129",88.34329,25.61438
Don Bosco Tech Society,1665,"28011433 , 9711859872 ",Stanley Jones ,"Don Bosco Tech Society, Dashrathpuri, Dabri-Palam Road, Delhi 110045",77.08722,28.60742
DOPHA HAMKWRAI BODOL,5734,"8974674266 , 8787548997 ",,"Ramdewan Chowdhury Para, Rajnagar (Tulashikhar), Champahour, Khowai, Tripura 799207",91.58174,24.00108
"DR ANJALI MORRIS EDUCATION & HEALTH
FOUNDATION",10323,25538157 ,Tanima Sarkar ,"Gopur Apartment, Ghole Road, Shivaji Nagar, Pune, Maharashtra 411005",73.84228,18.5246
Dr Shroff s Charity Eye Hospital,354,"43528888 , 43528816 ",Kiran Mehta ,"Kedarnath Road, Daryaganj, New Delhi 110002",77.25417,28.63327
DREAM GIRL FOUNDATION,7605,9873133134 ,,"SURYA VIHAR, Gurugram Haryana 122001",77.00589,28.468
DREAMS ALIVE,12206,"9841437698 , 9884800862 ",Abinaya Gopalan ,"Mahalakshmi Apartments, Manikandan Nagar, Metro Star City, Kundrathur, Chennai, Tamil Nadu 600069",80.11249,12.98808
Dreamz Foundation Trust,10478,"8681939730 , 7708102194 ",I.David Paul ,"RPG Global City, Pillaipakkam, Kolathur, Sriperumbudur, Kancheepuram, Tamil Nadu 602105",79.95567,12.94594
EARTH Trust,12099,7871977534 ,,"Vellaimalaipatti, Usilampatti Taluk, Madurai, Tamil Nadu 625537",77.79284,10.01079
Education Support Organization,8797,"9426511272 , 9574360540 ",Zalak Desai ,"Atul Book Stall Diva Eye Hospital, Ellisbridge, Ahmedabad, Gujarat 380006",72.56681,23.02699
Educational and Development Initiatives,6048,"9867586304 , 41759434 ",,"YUSUF SARAI, NEW DELHI, 110016",77.20782,28.55961
Edufun Foundation Trust,9066,9725297187 ,,"Madhusudan Plaza, Navgrah society, Dhanera, Banaskantha, Gujarat 385310",72.01871,24.51238
EDUNET FOUNDATION,12268,4080107 ,,"Arcadia, South City 2, Gurugram Haryana 122018",77.05247,28.41967
EK TARA,12326,9836446830 ,Manjusmita Bagchi ,"Gentex Plaza, Topsia Road South, kolkata, West Bengal 700046",88.37689,22.5364
Ekam Foundation,1362,42072785 ,Charles ,"Jayalakshmipuram, Nungambakkam, Chennai, Tamil Nadu 600034",80.23969,13.06172
"EKVIRA MULTIPURPOSE FOUNDATION, AKOLA",8073,9420705782 ,,"Dhone Chitrkala Collage, Jyoti Nagar, Jatharpeth, Akola, Maharashtra 444005",77.01848,20.7172
ELSHADDAI,774,"9225901278 , 9370712173 ",Punitha Raj ,"Socol Vaddo, Assagao, Bardez, Goa 403507",73.77726,15.59385
END POVERTY,7243,"9810538308 , 9871919300 ",Ms.Swati Bisht ,"South City 1, Gurugram Haryana 122001",77.05234,28.4771
ENNOBLE SOCIAL INNOVATION FOUNDATION,12820,9768002221 ,Swapnil Abhale ,"Runwal Elina, Mehra Compound, Kurla W, Mumbai, Maharashtra 400072",72.88502,19.09423
Entrepreneurship Development Center,1339,"64011026 , 25865877 ",Manisha Premnath ,"NCL Innovation Park, Dr Homi Bhabha Road, Pune, Maharashtra 411008",73.80693,18.53848
Environment Conservation Society,5777,"7044101911 , 8420104759 ",,"D.L. Khan Road, Jaju Bhawan, Kolkata, West Bengal 700027",88.33954,22.53866
"ENVIRONMENT, HEALTH AND MALNUTRITION
RESEARCH FOUNDATION",5631,8849850885 ,,"Krishna, South Bopal, Ahmedabad, Gujarat 380058",72.47069,23.02013
ERAVI CHARITABLE TRUST,12825,9994600506 ,Karthikeyan Arjunan ,"Venkatachalapuram, Karuvampalayam, Tiruppur, Tamil Nadu 641604",77.33841,11.09621
eVidyaloka Trust,5441,40903939 ,,"4TH CROSS, 35TH MAIN, BTM LAYOUT, Bengaluru, Karnataka 560076",77.60137,12.91153
Evolve Sangh Foundation,13347,8881192867 ,Yogananda Kuruva ,"Bapu Kutir, Lakhanpur, Kanpur, Uttar Pradesh 208024",80.2771,26.49903
FACE (Foundation for Awareness Counselling and Edu,6892,9431165148 ,Ritu Pandey ,"SONNET, FACE, RAJAPARA, PAKUR, SANTOSH GOLD SHOP, Jharkhand 816107",87.83806,24.61772
Family Development Services,11618,"41321117 , 9591099110 ",Tom Joseph ,"1st Cross Road, MEG officers Colony, Jeevanahalli Main Maruthi Seva Nagar, Bengaluru, Karnataka 560033",77.63817,12.99422
FAMILY WELFARE AGENCY,2315,"23082085 , 9076264511 ",,"N.M.Joshi Marg, Lower Parel, Parel(E), Mumbai, Maharashtra 400013",72.83103,19.00391
"Financial Inclusion Improves Sanitation and Health
Society",5948,8009905588 ,Santwana Sneha ,"Bajpai Girls Hostel, New Wisdom Progressive inter college, Nandi Vihar Colony, Chinhat, Lucknow, Uttar Pradesh 226028",81.05645,26.88453
Foster Care Society,10207,9414029147 ,,"Kesar Prakash, Janta Marg, Surajpole, Gulab bagh road, Udaipur, Rajasthan 313001",73.69379,24.57826
"Foundation for Initiatives in Development and
Education for All (IDEA)",374,"25440615 , 9890119732 ",Mrinal Badawe ,"Chaitanya Society, Brahmachaitanya Society lane, Near Ambedkar Chowk, Warje, Pune, Maharashtra 411058",73.80983,18.48272
FOUNDATION FOR PARTICIPATORY DEVELOPMENT COMMUNICATION AND RESEARCH,12447,9404011148 ,NIKHIL AMBEKAR ,"Somwari Ward, Pauni, Bhandara, Maharashtra 441910",79.6435,20.75293
Foundation of Arts for Social Change in India,10845,9910806108 ,Seep Agarwal ,"Ground Yamuna Apartments, Alaknanda, New Delhi 110017",77.25158,28.52738
Fourth Wave Foundation,11437,2342975 ,Rohit Chelat ,"Panthaplackal Ho, Mamangalam, Palarivattom, Ernakulam, Kerala 682025",76.30064,10.00736
Fragile X Society,10511,9820199092 ,Kinisha Sanhgvi ,"Krishna Bhawan, Walkeshwar road, Mumbai, Maharashtra 400006",72.79507,18.94483
FRANCISCAN SISTERS OF MARY HOSADURGA,12725,"9980821009 , 9482260587 ",Sunitha Smitha D'Souza ,"Nisarga, Hiriyur Road, Shanthi Nagara, Hosadurga, Chitradurga, Karnataka 577527",76.32978,13.83665
FREEDOM FIRM,5425,"2442093 , 2443053 ",Jacqueline Olivia ,"Glenrock, Ooty, The Nilgiris, Tamil Nadu 643001",76.70073,11.40928
Friends of Moral Re-Armament (India),12189,240241 ,,"Asia Plateau, Initiatives of Change Training Center, Panchgani, Satara, Maharashtra 412808",73.79774,17.92345
Front for Rapid Economic Advancement of India,1584,24328699 ,Sakina Bahora ,"Akshara Centre, Duru Building , Dadar West, Mumbai, Maharashtra 400028",72.83762,19.02069
FUTURE HOPE INDIA,12866,9830059249 ,Sanjay Ghosh ,"Rowland Road, Kolkata, West Bengal 700020",88.35659,22.5365
FXB India Suraksha,665,"4751900 , 4751901 ",,"Kalkaji, New Delhi, 110019",77.25813,28.53839
"Garden Reach Institute for The Rehabilitation and
Research",11133,9831517499 ,Fatema Khatoon ,"Ram Nagar Lane, Garden Reach, Dhankhetti Bazar, Garden Kolkata, West Bengal 700024",88.28448,22.54708
Gautam Buddha Jagruti Samiti,1970,"252152 , 9415163366 ",Hari Prasad Pathak ,"Uska Bazar, Siddharthnagar, Uttar Pradesh 272208",83.12318,27.19522
GeoHazards Society,5861,"46509848 , 9810600821 ",,"Vinobapuri, Lajpat Nagar-II, New Delhi 110024",77.24866,28.56678
GHASWALA VISION FOUNDATION,6456,9820863931 ,Percy Ghaswala ,"52 C Road, Churchgate, Mumbai, Maharashtra 400020",72.82626,18.94232
GiftAbled Foundation,10636,"9980350180 , 9980350180 ",,"3rd Cross road, 1st Block, Jayangar East, Bengaluru, Karnataka 560011",77.59339,12.92884
GIVFUNDS SOCIAL VENTURES,12288,9871772386 ,,"Hub & Oak, Devika Towers, Nehru Place, New Delhi 110019",77.25097,28.54657
"Global Foundation for Advancement of Environment
and Human Wellness",11617,9953048097 ,,"Okhla Phase II, New Delhi 110020",77.26911,28.53367
GODS TRUST,11482,9938506875 ,OMPRAKASH NAYAK ,"Bhagbat Sandhan, GGP Canal Road, Bomikhal, Bhubaneswar, Odisha 751010",85.86135,20.28587
"GOLDEN BUTTERFLIES- Children's Palliative Care
Foundation",10890,8754448845 ,Nandhini  Sundar ,"Golden Butterflies, Ashwin Flats, Chennai, Tamil Nadu 600010",80.23987,13.08362
GOODWILL FOUNDATION,6843,"2323991 , 9436140812 ",Christopher Lun ,"PC Lianchungnunga Building, Aizawl West College, Dawrpui Vengthar, Aizawl, Mizoram 796001",92.71122,23.7403
GOODWILL HANDS,3391,"27429167 , 27429167 ",,"Mukkanniamman Koil Street, Periyar Nagar, Tirusulam, Chennai, Tamil Nadu 600043",80.16118,12.97445
Goodwill Social Work Centre,10692,9443108595 ,,"South Street Extension, Singarayar Colony, Madurai, Tamil Nadu 625002",78.1252,9.94006
Gram Chetna Kendra,363,"282234 , 282234 ",Nathmal Gour ,"Kheda Milak Renwal, Jaipur, Rajasthan 303603",75.40727,27.14952
GRAM SATHI,7580,8809597125 ,,"T.K Ghosh Campus Kumudani Road, Barmasia, Deoghar, Jharkhand 814112",86.68168,24.49916
Gram Seva Trust,364,"246248 , 246362 ",,"Kharel, Gandevi, Khaparia, Navsari, Gujarat 396430",73.04868,20.86305
GRAM SEWA SANGH,12036,9637400727 ,VISHAL PHILIP PARANJAPE ,"NIRMALA APARTMENT, TILAK NAGAR, AMRAVATI ROAD, NAGPUR, Maharashtra 440010",79.05846,21.14717
GRAM URJA HUMAN DEVELOPMENT FOUNDATION,12529,9911887565 ,,"Ambajogai, Ambajogai Beed, Maharashtra 431517",76.37276,18.69613
"Gram Vikas Sewa Sansthan, Amethi, UP",9867,9936012878 ,Himanshu M. ,"Ram Lila ground, Jagdishpur, Amethi, Uttar Pradesh 227809",81.63856,26.47832
Grameen Va Samajik Vikas Sanstha,7317,"9214569944 , 2695871 ",,"Uttranchal Colony, Parbatpura, Ajmer, Rajasthan 305002",74.55512,26.40225
"Grameen Vikas Shodh Avam Takniki Kendra
Sansthan",8428,"9414439296 , 9602122224 ",Pankaj Chaudhary ,"Pachewar, Malpura, Tonk, Rajasthan 304509",75.30616,26.54247
Gramin Evam Nagar Vikas Parishad,365,"2270089 , 9430677449 ",Anju Sinha ,"Tulsi Vatika, Vivekanand Park, New Paliputra Colony, Patna, Bihar 800013",85.10724,25.62516
GRAMIN PUNARNIRMAN SANSTHAN,7452,9451113651 ,,"Bilari, Barhya, Azamgarh, Uttar Pradesh 223223",82.94012,26.32382
GRAMIN SAMAJ VIKAS KENDRA,2108,"4001935 , 4001935 ",,"GANGA NAGAR, Meerut, Uttar Pradesh 250001",77.75357,29.0081
Gramin Vikas Mandal,12534,9416129081 ,Sunil Kumar ,"Nihalgarh Charkhi Dadri, Haryana 127312",76.24963,28.60328
Gramya Vikas Parishad Mangalpur,3430,"9934692320 , 241109 ",Rupak kumar ,"Mangalpur nautan, West Champaran, Bihar 845459",84.3555,26.8337
Grand Alliance Trust,4365,"3268648 , 3268648 ",,"Kovalan Nagar Main Road, T.V.S.Nagar, Madurai, Tamil Nadu 625003",78.10144,9.89949
Grassroots Research And Advocacy Movement,6681,9686666306 ,,"KIADB Industrial Housing Area, Ring Road, Hebbal, Mysore, Karnataka 570016",76.61639,12.34996
GREEN INDIA TRUST,4239,"2334289 , 9393433833 ",,"Lotus Hospital, Raghava Cine Complex Road, Pogathota, Nellore, Sri Potti Sriramulu Andhra Pradesh 524001",79.98453,14.4487
Grey Sim Learnings Foundation,6027,"25181012 , 9869468942 ",,"Kailas Industrial Complex, Parksite, Vikhroli West, Mumbai, Maharashtra 400079",72.91772,19.11395
GRRAMIUM Trust,1244,"223128 , 223709 ",Dhanapalraja.N ,"Gokulam Building, Periyar Street, Cauvery Nagar, Kulithalai, Karur, Tamil Nadu 639104",78.39815,10.91115
HAQ: CENTRE FOR CHILD RIGHTS,5674,"26677412 , 26674688 ",Preeti Singh ,"Malviya Nagar, New Delhi 110017",77.2087,28.5343
Hariraj Charitable Trust,992,"223525 , 296196 ",Dhirajlal Vagadia ,"Omnagar, GIDC, Hanumanpara road, Amreli, Gujarat 365601",71.16976,21.57447
"HaritaDhara Research Development and Education
Foundation",6573,"9412989631 , 2710616 ",Anant Bhaskar Garg ,"10 Vishnu Road, Dehradun, Uttarakhand 248001",78.05964,30.33064
HEAD HELD HIGH FOUNDATION,11583,9743992762 ,,"Palm Meadows, Phase 1, Varthuru Road, Bengaluru, Karnataka 560066",77.66341,12.98971
Headstreams,1892,"41201071 , 9342858056 ",,"17A Main, 5E Cross, Bengaluru, Karnataka 560008",77.62771,12.974
Healing Hands Foundation,12232,24447777 ,Tejashree ,"Mangal Murti complex, Hirabaug Ganpati Chowk, Tilak road, Pune, Road, Maharashtra 411002",73.85654,18.5089
HEALIS SEKHSARIA INSTITUTE FOR PUBLIC HEALTH,5105,"27575487 , 27579032 ",,"TECHNOCITY TTC INDUSTRIES MAHAPE GHANSOLI, Navi Mumbai, Thane, Maharashtra 400701",73.00496,19.12361
Healthier Hearts Foundation,11491,9032368936 ,Kondapally Ranga Rao ,"Paramount Hills Colony, Tolichowki, Hyderabad, Telangana 500008",78.41202,17.40635
HELP FOUNDATION,12488,7989518611 ,,"Maddur Nagar, Kurnool, Andhra Pradesh 518002",78.04202,15.8117
HELPERS OF THE HANDICAPPED KOLHAPUR,2116,"2680026 , 3590244 ",MANOHAR VITHUJI DESHBHRATAR ,"Atmaram Apartments Tarabai Park, Kolhapur, Maharashtra 416003",74.24162,16.70935
Helping Hand Foundation,1669,"28451365 , 28451365 ",,"Ganesh Society, Uttan Navghar Church Road, Uttan, Bhayander West, Thane, Maharashtra 401106",72.81043,19.29296
HELPING HAND INDIA NGO,9870,9582291326 ,,North Delhi 110063,77.10598,28.66679
Hi5 Youth Foundation,10720,28575711 ,Mayur Pateria ,"Kanakia Boomerang, Chandivali Farm Road, Andheri (E), Mumbai, Maharashtra 400072",72.89075,19.11353
HOLY CROSS EDUCATIONAL AND CHARITABLE TRUST,3012,"22780261 , 9444028003 ",,"VIJAYANAGARAM, MEDAVAKKAM, Chennai, Tamil Nadu 600100",80.17871,12.91475
HOPE EK ASHA,11808,9810034342 ,Harish C. Chawla ,"Greater Kailash Enclave 2, DT Savitri Cinema, New Delhi 110048",77.23892,28.54533
HOPE Foundation,739,26686370 ,Ian Correa ,"Tejus Saraswati Ammal Road, Maruti Sewa Nagar, Maruthi, Bengaluru, Karnataka 560033",77.63368,13.00317
Human Capital for Third Sector,225,"66603558 , 66603559 ",Megha Verma ,"Aurus Chambers, Amrutwar Marg, Worli, Mumbai, Maharashtra 400013",72.82252,19.00443
Human Rights Organisation,9718,2409465 ,Ajit Kumar Singh ,"HUMAN RIGHTS ORGANISATION BOSE PARK, HOTEL BHAWNA, MAHATMA GANDHI ROAD, Bhagalpur, Bihar 812001",86.99571,25.25082
Humane Animal Society (HAS),9036,"9366127215 , 9791532266 ",Alphonse Xavier A. ,"Co-operative Colony, PERKS Arch Road, Uppilipalayam, Coimbatore, Tamil Nadu 641015",77.01538,11.00234
HUMARA BACHPAN TRUST,13018,7381096906 ,Arpita Pattnaik ,"Pokhariput, Hunuman Temple, Bhubaneswar, Khordha, Odisha 721020",85.80591,20.24138
Hyderabad Karnataka Disabled Welfare Society,10641,9535393900 ,Dattu Agarwal ,"Maktampura, Kalaburagi (Gulbarga), Karnataka 585101",76.84086,17.33772
I CREATE INDIA,3017,9632255990 ,Chitra Jagannath ,"8th Main, Vijaynagar, Bengaluru, Karnataka 560040",77.54213,12.97102
IHEALTH AND SAFETY FOUNDATION OF INDIA,10761,9717937294 ,,"Lower Ground Ardee City, Sector 52, Gurugram Haryana 122001",77.04051,28.47017
"INDIA COMMUNITY DEVELOPMENT SERVICE
SOCIETY",12597,7406444074 ,Dr. Ramachandrappa H T ,"3rd Cross, Dr Raj Kumar Road, Rajaji Nagar D Block Stage, Bengaluru, Karnataka 560010",77.55936,12.98845
India Foundation for Humanistic Development,7622,9845362533 ,Hemalatha.D. ,"Gopala Krishna Complex, Residency Road, Bengaluru, Karnataka 560025",77.60843,12.97269
INDIA HIV/ AIDS ALLIANCE,10776,45367700 ,P. Sarbeswar Patnaik ,"Community Centre, Zamrudpur, Kailash Colony Extension, New Delhi, 110048",77.24046,28.55684
INDIA TRIBAL CARE TRUST,9225,9088866944 ,Sukanta Bhattacharjee ,"Ananda Dhara Apartment, Station Road East, New Barrackpore, Kolkata, West Bengal 700131",88.4284,22.66354
INDIA WATER PARTNERSHIP,9454,2348022 ,Mangla Rai ,"WAPCOS Ltd, Sector 18, Institutional Area, Gurugram Haryana 122015",77.06599,28.48326
India Youth for Society,7685,"8985377300 , 9703489797 ",,"4th Lane, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016",83.30442,17.72808
"Indian Association for Promotion of Adoption and
Child Welfare",528,"9820081788 , 24374938 ",Dulcine Irani ,"Kanara House, Mogul Lane, Matunga (West), Mumbai, Maharashtra 400016",72.84665,19.03282
Indian Association for the Blind,4659,9600822995 ,,"Sundarajanpatty, Alagar Koil Main Road, Arumbanur Post, Madurai, Tamil Nadu 625104",78.20949,9.9689
Indian Centre for Integrated Development,894,"2630615 , 9049473743 ",Chhaya Gurav Raut ,"Yuvajyothi, St Martin Nagar, Jaripatka, Nagpur, Maharashtra 440014",79.09347,21.1834
INDIAN GRAMEEN SERVICES,12324,"23596264 , 8506054815 ",Sanjib Kumar Sarangi ,"Second, Salt Lake Sector 1, Kolkata, North 24 Parganas, West Bengal 700064",88.40467,22.59262
INDIAN SOCIAL WELFARE SOCIETY GONDIA,6341,9423383910 ,ASHOK BELEKAR ,"ISWS OFFICE, SIGNAL TOLI, AMBEDKAR WARD, GONDIA, Maharashtra 441601",80.25758,21.51968
INDIAN WOMEN AND CHILD WELFARE TRUST,5910,"25353022 , 9810003222 ",David Dass ,"DDA Janta Flats, Hastsal Uttam Nagar, New Delhi, 110059",77.0565,28.63345
Indian Women And Children Foundation,8227,"9975591865 , 9987969540 ",Prasad Kabadi ,"Shopping Complex Mansarovar, Vidyashram, Bhiwandi, Thane, Maharashtra 421305",73.15988,19.28785
"INDIGENOUS AND FRONTIER TECHNOLOGY
RESEARCH CENTRE (IFTR)",10433,9840656575 ,,"Shah Flats, Thillai Ganga Nagar, Nanganallur, chennai, Tamil Nadu 600062",80.19055,12.98993
Indore Cancer Foundation Charitable Trust,4712,2563878 ,Dharmesh Yogi ,"Manishpuri, Indore, Madhya Pradesh 452018",75.90083,22.72594
Institute for Integrated Rural Development,4638,"2640761 , 2843528 ",,"IIRD Complex, Shanan, Sanjauli Shimla, Himachal Pradesh 171006",77.1971,31.10159
Institute for Self Management,12911,2300519 ,,"Bharathidhasan Salai, Travellers Bunglow Road, Madurai, Tamil Nadu 625016",78.10662,9.92059
"INSTITUTE OF LIVELIHOOD RESEARCH AND
TRAINING",9389,"66585800 , 9406661012 ",Anitha ,"Surabhi Arcade, Bank Street, Koti, Hyderabad, Telangana 500001",78.47975,17.38572
Institute of Social Development,7361,9927066957 ,,"Haldwani Byepass Road, Kishanpur, Kichha, Udham Singh Nagar, Uttarakhand 263148",79.5283,28.93299
Integrated Action Trust (INTACT),5829,"9843133421 , 2458776 ",Nelson Vinodh ,"Intact Campus, K. Sathanur, Tiruchirapalli, Tamil Nadu 620021",78.67916,10.75287
"INTEGRATED PROJECT FOR DEVELOPMENT OF
PEOPLE (IPDP)",12710,9341495716 ,,"1st cross IPDP, Kaveri nagar, vidhana soudha layout, Bengaluru, Karnataka 560058",77.53534,13.00762
Integrated Rural Community Development Society,599,"240605 , 9842071873 ",,"Madurai Road, R C Church, Sivagangai, Tamil Nadu 630561",78.47921,9.84711
Integrated Tribal Shining Society (ITSS),6253,"8133038996 , 8638217356 ",Mr. Nitin Ronghang ,"SHG HUT, Gohpur, Biswanath, Assam 784168",93.61951,26.91347
International Rural Education & Cultural Association,6961,"234334 , 234333 ",Gopal Singh D Kshatria ,"INRECA Complex, Rajpipla Road, Dediapada, Narmada, Gujarat 393040",73.69234,21.69123
Internet Freedom Foundation,11424,9667718415 ,,"C R Park, Delhi, 110019",77.2558,28.52133
Ipas Development Foundation,12456,41662006 ,Anisha Aggarwal ,"Vasant Marg Vihar, New Delhi, 110057",77.16125,28.56413
I-Saksham Education and Learning Foundation,10174,"8467960342 , 9199018050 ",Aditya Tyagi ,"LAJPAT NAGAR, New Delhi 110024",77.24193,28.56823
ISCI FOUNDATION,12798,9462543217 ,,"Elexir M.K. City, New Sirol Road, City Center, Gwalior, Madhya Pradesh 474001",78.19918,26.19417
ISHANYA INDIA FOUNDATION,12590,"7349676668 , 9916977585 ",,"18th Main Road, 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076",77.6106,12.90977
JAAGO BHARAT,12532,9582071411 ,Akash Arya ,"Gail apartment, sector 62, Noida, Gautam Buddha Nagar, Uttar Pradesh 201301",77.37078,28.62138
